RecordID,Input,Instruction,Move,dir,amount,RopePiece,x,y
3621,D 8,1064,6,D,8,H,18,45
5568,L 8,1583,8,L,8,T,82,65
1984,U 8,704,7,U,8,T,54,55
1685,L 5,636,3,L,5,T,54,56
6623,L 9,1948,6,L,9,T,134,86
2944,D 3,913,2,D,3,H,26,-2
4253,D 8,1219,4,D,8,T,73,67
6466,D 8,1890,5,D,8,T,139,86
5634,L 5,1601,3,L,5,H,85,67
2311,L 7,778,5,L,7,T,44,34
122,R 1,86,1,R,1,T,3,9
3472,L 11,1032,1,L,1,H,17,33
4221,R 9,1213,4,R,9,T,56,70
3559,U 10,1053,1,U,1,T,15,32
450,D 2,251,2,D,2,T,3,16
1934,L 7,696,5,L,7,T,57,60
6703,L 19,1982,1,L,1,T,134,99
2580,D 7,840,2,D,7,T,4,36
3162,U 3,963,2,U,3,H,23,17
2417,L 2,800,1,L,2,T,27,28
1443,R 1,570,1,R,1,T,24,39
2963,D 7,917,6,D,7,H,28,-11
2480,D 2,813,2,D,2,H,36,20
2940,R 9,912,7,R,9,T,23,0
2225,D 4,762,1,D,4,T,53,49
994,U 4,449,3,U,4,T,8,37
3110,U 3,948,1,U,3,T,14,14
3289,L 7,995,2,L,7,T,36,30
5392,U 8,1533,7,U,8,H,88,84
2156,R 7,745,2,R,7,H,67,47
2469,D 3,811,3,D,3,T,27,23
3438,U 7,1026,3,U,7,H,18,36
3398,L 8,1019,7,L,8,T,26,31
1536,D 6,598,3,D,6,H,6,40
1534,D 6,598,1,D,6,T,5,43
5173,U 5,1471,1,U,5,H,88,47
2927,R 1,909,1,R,1,T,21,2
5916,R 9,1704,5,R,9,H,108,54
5372,U 9,1529,7,U,9,T,96,73
4451,U 1,1279,1,U,1,T,76,59
833,R 4,396,1,R,4,T,14,25
5937,R 3,1712,2,R,3,T,115,49
4389,D 5,1262,1,D,5,H,62,65
6215,R 8,1805,1,R,8,T,143,73
6189,R 15,1792,1,R,1,T,140,68
2631,D 6,848,5,D,6,T,19,35
2715,R 9,866,4,R,9,T,30,22
3149,D 8,959,4,D,8,T,18,18
5070,L 6,1442,5,L,6,T,68,53
789,U 3,380,2,U,3,H,18,15
1694,L 6,639,2,L,6,T,52,53
357,D 1,217,1,D,1,T,7,17
2950,D 6,915,1,D,6,T,26,0
613,U 4,319,3,U,4,H,17,32
2514,L 7,822,2,L,7,T,29,19
88,D 2,62,2,D,2,T,5,10
6618,L 9,1948,1,L,9,T,139,86
5031,R 6,1430,6,R,6,T,71,59
5018,R 8,1428,8,R,8,H,66,66
4601,L 9,1327,2,L,9,H,76,45
5220,L 4,1484,1,L,4,H,104,68
3844,D 2,1112,2,D,2,H,32,40
1792,U 6,660,6,U,6,T,54,59
5666,R 14,1610,1,R,1,H,91,61
1315,U 6,534,4,U,6,T,28,26
2895,D 5,901,4,D,5,H,35,2
6316,D 9,1838,2,D,9,H,139,69
6621,L 9,1948,4,L,9,H,135,86
260,D 1,161,1,D,1,T,10,16
6296,U 7,1832,4,U,7,H,135,73
3817,U 9,1108,4,U,9,H,26,39
4458,D 7,1283,4,D,7,T,75,56
4888,R 6,1399,3,R,6,T,59,60
998,R 3,450,3,R,3,T,10,39
711,D 5,355,3,D,5,T,16,24
3647,D 8,1070,7,D,8,T,19,37
1875,U 7,683,2,U,7,T,50,68
5968,U 8,1717,7,U,8,T,128,53
5159,R 8,1467,5,R,8,H,85,54
4330,U 5,1241,3,U,5,H,74,72
5163,D 8,1468,1,D,8,T,87,54
1370,D 2,550,2,D,2,H,26,24
6274,U 2,1826,2,U,2,T,141,75
5066,L 6,1442,1,L,6,T,72,52
1120,R 1,483,1,R,1,H,29,21
2256,L 2,768,2,L,2,T,47,44
2036,D 2,715,2,D,2,H,64,58
2662,R 7,857,4,R,7,H,18,38
5348,U 7,1521,4,U,7,H,101,63
2339,L 4,784,3,L,4,T,37,39
3323,U 5,1003,4,U,5,H,36,37
4956,D 4,1414,1,D,4,T,50,56
2182,L 3,752,1,L,3,H,71,39
2396,L 9,795,5,L,9,H,24,30
3014,R 2,929,2,R,2,T,23,4
1663,U 4,632,3,U,4,H,42,59
5443,D 8,1550,8,D,8,H,88,79
847,R 1,401,1,R,1,T,16,23
1973,D 6,703,2,D,6,T,54,54
5018,R 8,1428,8,R,8,T,65,66
4777,U 5,1374,1,U,5,T,67,61
4825,L 6,1384,3,L,6,H,66,69
604,L 4,316,2,L,4,H,17,27
4447,D 6,1278,3,D,6,H,76,61
124,R 1,88,1,R,1,T,3,9
950,D 5,438,4,D,5,H,17,33
1359,D 4,547,2,D,4,H,31,28
899,U 3,419,2,U,3,H,22,21
4195,U 9,1204,7,U,9,H,62,67
3461,L 9,1029,9,L,9,T,10,32
4782,L 10,1375,1,L,1,H,66,66
3572,U 2,1057,2,U,2,T,15,34
1580,R 3,610,1,R,3,T,28,41
5321,U 9,1512,9,U,9,H,101,66
2933,D 2,911,2,D,2,T,17,1
5995,R 7,1723,7,R,7,H,146,51
4805,R 5,1381,5,R,5,H,70,69
606,L 4,316,4,L,4,H,15,27
4631,L 9,1334,3,L,9,H,62,45
4858,L 9,1391,1,L,9,H,67,61
2159,R 7,745,5,R,7,T,69,47
2386,D 6,794,1,D,6,H,29,35
4907,R 14,1402,1,R,1,H,55,54
6029,L 6,1733,5,L,6,T,156,44
381,L 4,228,1,L,4,H,5,12
2624,U 3,847,1,U,3,H,19,37
6158,L 7,1781,3,L,7,T,151,68
5772,D 16,1649,1,D,1,H,102,38
5865,D 9,1687,1,D,9,H,106,59
3834,D 8,1110,6,D,8,H,32,38
203,D 1,132,1,D,1,T,5,10
2707,D 7,865,3,D,7,H,27,26
738,L 4,365,2,L,4,H,23,23
5377,L 9,1532,1,L,9,H,96,77
4534,R 3,1310,3,R,3,H,79,61
3105,R 4,946,4,R,4,T,13,17
4678,D 4,1348,1,D,4,H,56,46
5126,R 7,1459,5,R,7,H,78,50
4439,D 5,1274,5,D,5,T,77,61
3507,L 9,1039,3,L,9,H,21,40
1185,U 3,499,1,U,3,H,25,24
311,L 3,191,2,L,3,H,2,19
6444,D 4,1884,1,D,4,T,133,88
2382,L 2,792,1,L,2,H,30,34
2169,L 3,747,3,L,3,H,69,42
5784,R 13,1656,1,R,1,T,102,43
1793,L 6,661,1,L,6,H,53,60
20,L 1,14,1,L,1,H,2,0
4272,L 6,1225,1,L,6,H,74,64
1576,R 1,607,1,R,1,T,27,39
3378,L 5,1016,3,L,5,H,31,39
3421,D 8,1023,4,D,8,H,18,29
4949,U 7,1413,1,U,7,T,50,51
1481,L 4,580,2,L,4,T,14,42
2869,L 9,895,7,L,9,T,44,16
302,D 2,185,2,D,2,H,5,19
353,R 3,215,1,R,3,T,5,18
3146,D 8,959,1,D,8,H,18,20
1614,D 5,620,1,D,5,H,27,51
4236,D 5,1216,5,D,5,H,66,64
1311,R 4,533,4,R,4,T,27,23
3077,L 8,941,4,L,8,T,10,28
2692,R 8,862,4,R,8,H,19,33
2080,U 7,724,6,U,7,T,62,59
5011,R 8,1428,1,R,8,T,59,65
2577,R 2,838,2,R,2,H,5,36
3994,U 5,1154,4,U,5,T,35,34
137,U 1,98,1,U,1,H,2,13
5377,L 9,1532,1,L,9,T,97,76
1555,R 5,601,4,R,5,H,17,32
1146,U 6,489,4,U,6,T,30,23
5944,R 5,1714,1,R,5,T,117,53
3861,U 3,1116,3,U,3,H,25,46
3766,R 8,1099,7,R,8,H,10,32
3573,D 6,1058,1,D,6,T,15,34
1929,U 5,695,5,U,5,T,61,59
4293,U 5,1230,5,U,5,H,64,75
6521,R 3,1910,3,R,3,T,138,76
2421,R 7,801,3,R,7,T,27,29
4294,R 2,1231,1,R,2,H,65,75
2338,L 4,784,2,L,4,H,37,39
6046,D 9,1738,6,D,9,H,156,44
230,R 3,146,3,R,3,T,7,12
1776,L 5,658,1,L,5,H,52,54
1507,L 6,589,5,L,6,T,11,43
4976,U 8,1419,5,U,8,H,42,58
5338,L 6,1518,2,L,6,H,104,60
6118,R 7,1765,1,R,7,T,144,55
5687,R 9,1622,6,R,9,H,96,63
75,D 1,53,1,D,1,T,4,10
5140,U 6,1464,5,U,6,T,80,57
4385,L 6,1261,3,L,6,T,66,66
2579,D 7,840,1,D,7,T,4,36
5959,R 6,1716,4,R,6,T,125,47
110,R 2,78,1,R,2,H,6,8
5217,R 8,1483,6,R,8,H,103,68
3942,U 8,1140,2,U,8,T,26,33
4629,L 9,1334,1,L,9,H,64,45
510,L 2,276,2,L,2,H,13,17
3271,R 6,991,5,R,6,H,30,25
1727,D 5,646,5,D,5,T,48,50
4053,R 4,1170,1,R,4,T,32,30
4799,U 8,1380,7,U,8,H,65,68
4100,R 7,1182,5,R,7,H,39,37
3246,L 2,986,1,L,2,T,19,17
6282,L 9,1827,8,L,9,H,134,76
542,D 3,291,3,D,3,T,12,21
4431,L 3,1271,2,L,3,T,79,65
3708,U 5,1085,3,U,5,H,16,36
2776,D 6,876,6,D,6,T,31,24
4720,L 5,1359,2,L,5,T,66,57
6546,D 10,1919,1,D,1,H,143,85
3533,L 5,1047,1,L,5,H,11,34
2710,D 7,865,6,D,7,T,27,24
1425,R 4,566,2,R,4,H,27,36
1289,L 6,528,2,L,6,T,30,14
6698,D 9,1979,7,D,9,T,134,101
4089,R 9,1179,5,R,9,T,30,36
4981,R 9,1420,2,R,9,H,44,61
4598,R 9,1325,9,R,9,H,78,46
4823,L 6,1384,1,L,6,H,68,69
4287,L 4,1229,3,L,4,T,66,70
1617,D 5,620,4,D,5,T,27,49
1657,D 7,630,5,D,7,H,41,58
5986,R 4,1721,3,R,4,H,138,50
4169,U 12,1198,1,U,1,H,55,54
4908,L 2,1403,1,L,2,T,54,55
5182,R 9,1472,5,R,9,H,93,51
2874,D 9,898,1,D,9,T,41,15
618,R 1,321,1,R,1,T,15,33
4555,D 5,1317,4,D,5,T,78,58
3473,U 6,1033,1,U,6,T,17,33
2810,U 7,885,6,U,7,T,37,30
152,R 2,107,2,R,2,H,4,20
412,U 1,237,1,U,1,H,0,16
4840,R 6,1387,3,R,6,T,65,62
4751,U 9,1367,3,U,9,T,68,54
6452,U 6,1885,5,U,6,T,133,88
860,L 4,407,1,L,4,H,19,21
274,R 2,169,1,R,2,T,7,16
5410,L 9,1542,1,L,9,T,95,86
6724,U 7,1992,1,U,7,H,138,98
1880,U 7,683,7,U,7,H,50,74
3099,D 9,944,9,D,9,T,10,16
4353,D 3,1250,1,D,3,H,69,64
6596,R 8,1937,8,R,8,T,148,85
5555,D 8,1581,5,D,8,T,87,69
4866,L 9,1391,9,L,9,H,59,61
2592,R 7,842,5,R,7,H,8,30
2462,L 6,809,4,L,6,H,27,25
5730,U 6,1638,1,U,6,T,108,51
1770,D 3,656,2,D,3,T,53,52
1280,D 4,526,2,D,4,H,26,16
6073,L 9,1749,3,L,9,H,153,42
4894,L 9,1400,3,L,9,H,60,60
754,R 4,369,2,R,4,H,19,21
3758,L 8,1098,7,L,8,H,4,32
2493,D 7,817,1,D,7,H,37,24
3343,L 11,1007,1,L,1,H,34,39
5306,D 4,1507,3,D,4,H,101,59
3066,U 9,939,8,U,9,H,7,27
1684,L 5,636,2,L,5,T,55,56
2383,L 2,792,2,L,2,H,29,34
3545,R 9,1049,3,R,9,T,9,29
321,U 3,195,3,U,3,T,3,19
6572,R 18,1930,1,R,1,T,135,81
248,L 3,154,3,L,3,T,9,16
4764,D 8,1368,7,D,8,T,68,55
570,D 4,301,3,D,4,T,17,24
3324,U 5,1003,5,U,5,H,36,38
4347,D 6,1247,3,D,6,H,70,67
6074,L 9,1749,4,L,9,H,152,42
6479,R 19,1894,1,R,1,H,138,75
5615,U 8,1597,2,U,8,H,94,61
4238,U 6,1217,2,U,6,T,66,65
3817,U 9,1108,4,U,9,T,26,38
1992,R 7,707,3,R,7,H,55,57
122,R 1,86,1,R,1,H,3,9
1508,L 6,589,6,L,6,T,10,43
2637,R 2,850,1,R,2,T,19,36
2188,U 8,753,4,U,8,H,69,43
790,U 3,380,3,U,3,H,18,16
5392,U 8,1533,7,U,8,T,88,83
1018,D 5,455,5,D,5,T,15,30
2262,L 6,770,2,L,6,H,48,44
6130,R 5,1769,1,R,5,T,147,55
425,R 4,242,3,R,4,H,5,14
4760,D 8,1368,3,D,8,T,68,59
2712,R 9,866,1,R,9,H,28,22
769,D 1,373,1,D,1,H,24,15
3804,R 9,1105,7,R,9,T,20,39
172,R 2,118,2,R,2,T,3,18
1178,D 3,496,2,D,3,H,22,26
4711,R 9,1358,2,R,9,H,60,57
4595,R 9,1325,6,R,9,H,75,46
5352,D 10,1522,1,D,1,T,101,65
2510,D 2,820,1,D,2,T,29,19
1091,L 3,476,1,L,3,T,24,15
4855,R 6,1390,4,R,6,T,65,61
5689,R 9,1622,8,R,9,T,97,63
4283,U 2,1228,1,U,2,H,68,69
1032,R 3,459,2,R,3,H,20,32
568,D 4,301,1,D,4,T,16,25
4909,L 2,1403,2,L,2,T,54,55
1093,L 3,476,3,L,3,T,23,15
6418,U 13,1866,1,U,1,H,127,83
1006,D 5,453,2,D,5,T,11,38
3473,U 6,1033,1,U,6,H,17,34
6416,R 2,1865,1,R,2,T,125,81
6018,R 9,1732,3,R,9,H,154,44
5181,R 9,1472,4,R,9,T,91,51
1493,R 3,585,2,R,3,T,15,41
4510,L 5,1302,3,L,5,H,74,48
1464,L 5,575,4,L,5,H,14,42
4057,L 12,1171,1,L,1,T,34,29
6095,R 2,1755,2,R,2,H,147,50
5292,L 5,1504,3,L,5,H,102,54
2279,U 1,773,1,U,1,T,38,39
3710,U 5,1085,5,U,5,T,16,37
2574,L 5,837,4,L,5,T,5,36
5163,D 8,1468,1,D,8,H,88,53
1045,D 5,463,2,D,5,T,24,28
1744,R 7,650,7,R,7,H,52,52
1362,L 6,548,1,L,6,T,31,27
6515,L 4,1909,1,L,4,T,140,76
2430,U 7,802,5,U,7,H,32,34
6392,D 6,1859,5,D,6,H,134,72
1470,L 2,577,1,L,2,H,16,42
155,L 2,109,2,L,2,T,3,20
716,R 5,356,3,R,5,T,18,21
4864,L 9,1391,7,L,9,H,61,61
2245,L 5,766,1,L,5,T,52,49
14,R 2,9,2,R,2,T,2,-3
4301,R 2,1233,2,R,2,T,67,79
3287,U 7,994,7,U,7,T,37,29
968,U 4,443,2,U,4,T,12,33
1986,R 1,705,1,R,1,H,55,57
2061,L 2,720,1,L,2,H,65,50
528,U 1,283,1,U,1,T,12,22
3215,U 9,979,2,U,9,H,12,13
2394,L 9,795,3,L,9,H,26,30
3390,D 8,1018,7,D,8,T,32,33
1513,D 5,591,4,D,5,H,10,39
6500,L 15,1904,1,L,1,H,138,74
4581,L 9,1323,2,L,9,H,76,47
5091,R 5,1450,1,R,5,T,71,57
3634,L 7,1068,2,L,7,T,25,42
3903,R 2,1130,1,R,2,H,21,44
2915,L 7,906,5,L,7,H,24,9
3530,L 7,1045,7,L,7,H,10,34
6262,L 9,1823,5,L,9,T,146,79
6607,L 7,1943,6,L,7,T,146,86
2282,L 5,774,3,L,5,H,34,40
3600,R 9,1062,3,R,9,H,12,42
4226,R 9,1213,9,R,9,T,61,70
5997,U 17,1725,1,U,1,H,146,51
3268,R 6,991,2,R,6,T,26,25
6366,R 3,1852,3,R,3,H,135,73
3722,D 2,1089,2,D,2,H,15,43
2460,L 6,809,2,L,6,H,29,25
1871,R 3,682,1,R,3,T,48,67
6062,L 4,1743,3,L,4,H,158,38
1967,R 8,702,4,R,8,T,49,55
5036,L 6,1431,5,L,6,T,68,59
5654,U 6,1605,3,U,6,H,89,63
3864,D 1,1119,1,D,1,H,25,45
1418,D 5,564,5,D,5,T,25,32
2350,L 6,786,4,L,6,T,32,33
5117,L 3,1456,1,L,3,H,75,50
4481,D 10,1288,1,D,1,T,79,51
6671,U 18,1967,1,U,1,T,140,102
1201,U 3,502,3,U,3,H,20,23
3557,D 2,1052,1,D,2,H,15,32
5607,D 7,1596,1,D,7,T,95,66
6069,U 3,1748,2,U,3,H,156,41
4058,U 3,1172,1,U,3,T,34,29
5364,D 2,1527,2,D,2,T,95,68
495,D 4,270,2,D,4,H,14,23
4991,U 4,1421,3,U,4,H,51,64
2902,U 6,903,4,U,6,H,33,5
5886,U 15,1694,1,U,1,H,114,48
1080,L 4,473,2,L,4,T,26,21
3329,L 9,1004,5,L,9,H,31,38
1569,R 7,605,7,R,7,T,26,34
1155,L 6,491,3,L,6,T,28,22
6486,U 5,1898,3,U,5,T,139,76
3854,L 9,1115,5,L,9,H,29,43
4909,L 2,1403,2,L,2,H,53,54
610,R 2,318,2,R,2,H,17,29
182,D 3,123,1,D,3,T,0,19
2921,D 7,907,4,D,7,H,22,5
1607,L 2,618,1,L,2,H,23,52
1079,L 4,473,1,L,4,T,27,22
19,R 1,13,1,R,1,H,3,0
5448,U 3,1553,3,U,3,T,87,80
537,U 3,290,1,U,3,T,12,21
2171,R 3,748,2,R,3,H,71,42
467,R 2,260,2,R,2,T,6,20
3042,D 4,935,4,D,4,H,22,20
4066,L 6,1173,6,L,6,T,29,32
5791,L 9,1657,7,L,9,H,95,44
5262,L 6,1497,4,L,6,T,100,61
265,D 3,164,1,D,3,H,10,17
2404,R 6,796,4,R,6,T,23,30
5202,U 4,1478,1,U,4,T,96,61
4225,R 9,1213,8,R,9,T,60,70
3524,L 7,1045,1,L,7,H,16,34
6736,R 4,1994,4,R,4,T,141,102
773,L 5,375,2,L,5,T,25,15
5254,L 6,1494,4,L,6,T,105,60
1177,D 3,496,1,D,3,H,22,27
2046,D 8,717,8,D,8,H,66,50
5353,L 5,1523,1,L,5,H,100,65
288,L 1,176,1,L,1,H,5,17
824,U 4,392,4,U,4,H,16,24
3259,U 8,988,3,U,8,H,26,21
1306,U 5,532,4,U,5,T,24,21
4390,D 5,1262,2,D,5,T,62,65
3107,D 4,947,2,D,4,T,14,16
6386,R 7,1857,7,R,7,T,134,77
1421,U 5,565,3,U,5,H,25,34
6390,D 6,1859,3,D,6,H,134,74
3152,D 8,959,7,D,8,T,18,15
21,R 1,15,1,R,1,H,3,0
5718,U 1,1634,1,U,1,T,106,58
4579,U 13,1322,1,U,1,H,78,47
2126,L 3,736,3,L,3,H,59,55
1707,R 7,642,3,R,7,H,45,54
2429,U 7,802,4,U,7,H,32,33
4007,U 4,1157,3,U,4,H,30,39
5739,R 6,1641,2,R,6,H,108,55
40,R 2,29,2,R,2,T,6,5
1017,D 5,455,4,D,5,H,15,30
434,L 4,245,3,L,4,T,4,13
1886,D 5,686,1,D,5,T,53,73
5735,U 6,1638,6,U,6,T,107,55
6303,R 5,1833,4,R,5,T,138,76
5795,U 2,1658,2,U,2,T,93,45
6052,R 5,1741,1,R,5,T,156,42
4743,D 7,1365,6,D,7,T,64,54
5718,U 1,1634,1,U,1,H,107,59
1795,L 6,661,3,L,6,H,51,60
4412,U 4,1267,2,U,4,T,76,63
3286,U 7,994,6,U,7,T,37,28
1917,D 6,693,2,D,6,H,64,59
3314,U 5,1000,4,U,5,H,33,33
2420,R 7,801,2,R,7,T,26,29
862,L 4,407,3,L,4,H,17,21
4128,R 5,1189,2,R,5,H,45,45
6143,U 7,1773,2,U,7,T,152,60
3060,U 9,939,2,U,9,H,7,21
6235,D 17,1810,1,D,1,T,147,77
2231,U 3,763,3,U,3,T,52,48
5339,L 6,1518,3,L,6,H,103,60
4256,D 8,1219,7,D,8,T,73,64
4243,R 7,1218,1,R,7,T,66,69
1931,L 7,696,2,L,7,T,60,60
3386,D 8,1018,3,D,8,T,32,37
6062,L 4,1743,3,L,4,T,159,38
579,R 3,305,2,R,3,T,15,23
3267,R 6,991,1,R,6,T,26,25
6492,D 6,1899,4,D,6,T,139,76
3233,L 3,982,3,L,3,H,15,18
5322,L 1,1513,1,L,1,T,101,65
2778,U 5,877,2,U,5,T,31,24
5784,R 13,1656,1,R,1,H,102,44
5335,D 7,1517,6,D,7,T,106,62
463,U 3,259,1,U,3,T,5,18
5663,D 5,1609,3,D,5,H,90,63
4992,U 4,1421,4,U,4,T,51,64
4702,U 9,1357,2,U,9,H,58,50
818,R 4,391,2,R,4,H,14,20
3962,R 4,1145,3,R,4,T,26,47
1336,L 4,540,3,L,4,T,28,31
1055,D 3,466,2,D,3,T,21,25
2510,D 2,820,1,D,2,H,29,19
2588,R 7,842,1,R,7,T,4,30
6265,L 9,1823,8,L,9,T,143,79
3919,L 10,1134,1,L,1,H,24,37
3965,D 8,1146,2,D,8,T,28,46
6617,D 13,1947,1,D,1,T,140,87
5190,L 2,1474,1,L,2,T,97,53
3944,U 8,1140,4,U,8,H,26,36
721,L 1,358,1,L,1,H,20,23
6685,L 8,1974,7,L,8,T,136,104
1767,U 5,655,4,U,5,T,53,51
173,U 3,119,1,U,3,T,3,18
6581,R 7,1934,2,R,7,H,136,85
982,L 6,446,6,L,6,T,4,39
4343,L 6,1246,5,L,6,H,71,70
2175,U 3,750,1,U,3,T,72,41
3470,R 9,1030,9,R,9,H,18,32
3491,D 9,1036,3,D,9,T,18,46
6249,U 8,1816,6,U,8,T,149,77
3645,D 8,1070,5,D,8,H,19,38
4179,U 6,1202,5,U,6,H,54,59
6732,D 2,1993,2,D,2,T,138,103
3948,U 8,1140,8,U,8,H,26,40
4781,U 5,1374,5,U,5,H,67,66
1891,R 7,687,1,R,7,H,55,68
3092,D 9,944,2,D,9,H,10,22
3824,R 6,1109,2,R,6,H,28,44
5983,L 10,1720,1,L,1,H,135,50
6150,U 13,1775,1,U,1,H,152,66
1518,L 6,592,4,L,6,H,6,38
57,L 1,40,1,L,1,H,4,9
1469,R 4,576,4,R,4,H,17,42
3285,U 7,994,5,U,7,H,37,28
1995,R 7,707,6,R,7,H,58,57
5237,D 12,1490,1,D,1,T,102,60
2731,R 8,868,4,R,8,T,39,15
3289,L 7,995,2,L,7,H,35,30
2853,R 6,893,4,R,6,H,48,23
425,R 4,242,3,R,4,T,4,14
6436,R 6,1880,2,R,6,T,128,89
4204,L 9,1206,6,L,9,T,58,69
2723,D 7,867,3,D,7,H,36,19
3574,D 6,1058,2,D,6,H,15,33
6583,R 7,1934,4,R,7,H,138,85
965,D 4,442,3,D,4,T,12,34
6573,U 5,1931,1,U,5,T,135,81
3909,D 9,1131,5,D,9,T,22,40
518,U 3,279,2,U,3,H,9,21
5166,D 8,1468,4,D,8,T,88,51
5153,U 4,1466,3,U,4,T,80,52
4103,L 5,1183,1,L,5,T,40,37
526,R 3,282,2,R,3,T,11,22
4547,R 7,1315,5,R,7,H,78,61
5619,U 8,1597,6,U,8,H,94,65
3335,R 8,1005,2,R,8,H,29,38
1912,U 2,691,2,U,2,H,61,61
6744,U 10,2000,1,U,1,H,141,101
2345,D 6,785,5,D,6,T,35,35
1740,R 7,650,3,R,7,H,48,52
3192,R 2,973,1,R,2,T,17,21
3911,D 9,1131,7,D,9,H,22,37
299,U 2,184,1,U,2,H,5,20
4944,D 9,1412,5,D,9,T,50,55
6416,R 2,1865,1,R,2,H,126,82
2368,U 9,790,2,U,9,H,25,27
2716,R 9,866,5,R,9,T,31,22
5490,L 4,1566,1,L,4,H,93,69
4192,U 9,1204,4,U,9,T,62,63
3379,L 5,1016,4,L,5,H,30,39
2302,R 8,777,4,R,8,H,44,34
2359,D 8,787,7,D,8,H,29,26
5122,R 7,1459,1,R,7,T,74,50
4969,R 12,1416,1,R,1,H,42,53
2332,R 6,783,2,R,6,H,35,39
3811,R 3,1107,1,R,3,T,23,36
6493,D 6,1899,5,D,6,T,139,75
1246,D 2,515,1,D,2,H,22,20
323,U 1,197,1,U,1,H,3,20
534,U 1,288,1,U,1,T,12,22
4003,L 7,1156,6,L,7,T,32,36
6161,L 7,1781,6,L,7,T,148,68
2210,L 8,758,8,L,8,T,56,49
6130,R 5,1769,1,R,5,H,147,55
5249,R 9,1493,8,R,9,H,107,60
2737,U 4,869,2,U,4,H,44,17
1671,R 7,633,7,R,7,H,49,60
5473,L 5,1563,5,L,5,T,87,77
4867,U 6,1392,1,U,6,H,59,62
5736,D 13,1639,1,D,1,H,107,55
6020,R 9,1732,5,R,9,T,155,44
4073,U 5,1175,1,U,5,T,28,27
6698,D 9,1979,7,D,9,H,134,100
5113,R 5,1455,2,R,5,T,72,50
6285,R 18,1829,1,R,1,H,134,75
3012,U 5,928,5,U,5,H,22,4
4157,U 9,1194,9,U,9,H,46,53
4961,L 9,1415,2,L,9,T,49,53
1534,D 6,598,1,D,6,H,6,42
2838,R 9,890,4,R,9,T,39,28
211,R 3,138,1,R,3,H,8,11
2235,L 6,764,4,L,6,T,49,49
5563,L 8,1583,3,L,8,H,86,65
3746,D 7,1097,2,D,7,H,11,37
1184,D 2,498,2,D,2,H,25,23
4673,R 3,1345,1,R,3,H,54,47
4447,D 6,1278,3,D,6,T,76,62
4373,U 7,1258,1,U,7,H,67,62
5885,D 2,1693,2,D,2,H,114,47
4639,L 10,1336,1,L,1,H,55,46
2262,L 6,770,2,L,6,T,49,44
6159,L 7,1781,4,L,7,T,150,68
3247,L 2,986,2,L,2,H,17,18
6470,L 10,1891,1,L,1,T,139,83
6083,L 2,1752,2,L,2,H,145,42
1400,U 6,559,6,U,6,T,25,36
1422,U 5,565,4,U,5,T,25,34
4317,D 6,1239,2,D,6,H,68,73
6413,U 8,1864,6,U,8,H,125,80
2120,L 6,734,4,L,6,T,64,55
5675,U 2,1619,1,U,2,T,92,60
4468,U 7,1285,4,U,7,T,78,55
470,U 4,261,3,U,4,H,7,23
2183,L 3,752,2,L,3,H,70,39
2773,D 6,876,3,D,6,T,31,27
504,R 3,273,3,R,3,H,15,19
1762,D 4,653,4,D,4,T,52,49
705,D 1,353,1,D,1,H,13,26
3767,R 8,1099,8,R,8,H,11,32
5429,L 6,1544,5,L,6,T,89,87
3957,U 8,1143,7,U,8,T,25,45
5008,U 4,1426,3,U,4,T,59,64
2290,R 8,775,6,R,8,T,37,40
2549,U 9,832,4,U,9,H,19,32
352,D 3,214,3,D,3,T,5,18
1016,D 5,455,3,D,5,T,15,32
6139,U 5,1770,5,U,5,H,151,60
4562,R 6,1318,6,R,6,T,83,56
6390,D 6,1859,3,D,6,T,134,75
521,R 3,280,2,R,3,T,10,22
346,D 2,211,2,D,2,T,4,21
4776,R 14,1373,1,R,1,T,67,60
485,R 4,266,1,R,4,H,10,23
2140,D 6,740,3,D,6,T,67,50
6080,D 11,1750,1,D,1,H,147,41
684,R 5,347,2,R,5,T,3,28
2200,U 3,757,1,U,3,H,63,47
5357,L 5,1523,5,L,5,T,97,65
6337,L 3,1846,1,L,3,H,133,62
2978,D 6,920,6,D,6,T,21,-16
6142,U 7,1773,1,U,7,H,152,60
3988,R 6,1152,6,R,6,T,34,33
3070,R 6,940,3,R,6,H,10,28
1291,L 6,528,4,L,6,T,28,14
6286,D 6,1830,1,D,6,H,134,74
2375,U 9,790,9,U,9,T,25,33
5947,R 5,1714,4,R,5,H,121,54
4008,U 4,1157,4,U,4,T,30,39
5408,R 9,1540,9,R,9,T,95,86
3857,L 9,1115,8,L,9,H,26,43
395,U 4,231,4,U,4,H,6,13
4773,U 3,1371,2,U,3,T,67,59
3248,R 9,987,1,R,9,H,18,18
1593,L 7,615,1,L,7,H,30,47
5855,R 9,1685,1,R,9,H,98,59
5630,L 8,1599,8,L,8,T,88,67
3621,D 8,1064,6,D,8,T,18,46
3320,U 5,1003,1,U,5,H,36,34
5571,U 14,1586,1,U,1,T,82,65
831,U 2,395,1,U,2,T,15,24
2428,U 7,802,3,U,7,T,32,31
2035,D 2,715,1,D,2,H,64,59
4288,L 4,1229,4,L,4,T,65,70
3425,D 8,1023,8,D,8,T,18,26
6286,D 6,1830,1,D,6,T,134,75
989,R 5,448,3,R,5,H,6,35
332,R 1,202,1,R,1,H,5,19
5568,L 8,1583,8,L,8,H,81,65
